Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.04,67,30,8.2,29,InLight Entertainment,E10+
PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,62,8.6,229,Namco,T
Wii,2008,Sports,XS Games,0.02,0,0,0,0.02,30,4,tbd,,Other Ocean Interactive,E
GBA,2004,Sports,XS Games,0.01,0,0,0,0.01,,,tbd,,Pronto Games,E
X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56,51,7.3,58,K2 LLC,M
DS,2006,Action,From Software,0.03,0,0.01,0,0.05,37,10,5.1,7,From Software,T
PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19,58,33,8,24,K2 LLC,M
XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,55,7,6,K2 LLC,M
Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24,Acquire,M
PSP,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01,,,,,,
DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
PS2,2006,Strategy,Sega,0,0,0.03,0,0.03,,,,,,
DS,2004,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
DS,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04,,,,,,
PS2,2004,Shooter,Atari,0.08,0.06,0,0.02,0.17,68,29,8,11,Paradigm Entertainment,T
XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,38,8.6,5,Paradigm Entertainment,T
GC,2004,Shooter,Atari,0.02,0,0,0,0.02,68,20,tbd,,Paradigm Entertainment,T
PSP,2007,Racing,Atari,0.08,0.27,0,0.15,0.5,80,18,7.3,29,Melbourne House,E10+
X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82,69,8,86,Eden Studios,E10+
PC,2007,Racing,Atari,0,0.02,0,0,0.02,79,18,8.1,124,Eden Studios,T
PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,73,34,9.1,23,Monster Games Inc.,T
XB,2004,Racing,Atari,0.07,0.02,0,0,0.09,72,28,8.7,7,Monster Games Inc.,T
DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84,56,8.7,44,Nintendo,E
X360,2007,Puzzle,THQ,0.08,0.02,0,0.01,0.11,52,21,tbd,,Mass Media,E
GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0,0.01,0.61,49,7,6.8,6,Skyworks Technologies,E
DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,0.04,,,tbd,,Skyworks Technologies,E
GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76,39,6,7.6,5,Vicarious Visions,E
GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0,0.01,0.52,52,5,tbd,,Artificial Mind and Movement,E
DS,2006,Adventure,Disney Interactive Studios,0.23,0,0,0.02,0.24,,,tbd,,Handheld Games,E
PS2,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04,53,10,tbd,,Vingt-et-un Systems,E10+
GBA,2004,Action,THQ,0.36,0.13,0,0.01,0.5,56,4,tbd,,Tantalus Interactive,E
PS2,2004,Action,THQ,0.24,0.19,0,0.06,0.5,65,8,7.3,8,THQ,E
GC,2004,Action,THQ,0.22,0.06,0,0.01,0.28,65,8,tbd,,THQ,E
GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12,51,8,tbd,,Artificial Mind and Movement,E10+
PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1,52,19,4.2,6,Artificial Mind and Movement,E10+
Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09,45,12,1.4,5,Artificial Mind and Movement,E10+
GBA,2006,Platform,Midway Games,0.03,0.01,0,0,0.04,,,tbd,,Artificial Mind and Movement,E
PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21,76,44,8.6,14,InXile Entertainment,T
XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1,75,50,8.8,4,InXile Entertainment,T
PS2,2007,Fighting,Banpresto,0,0,0.03,0,0.03,,,,,,
DS,2007,Adventure,Midway Games,0.17,0,0,0.01,0.19,,,tbd,,Independent Arts,E
GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,,,,,,
PS2,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2,,,5.4,22,Crave,E
GBA,2005,Misc,Crave Entertainment,0.09,0.03,0,0,0.12,,,tbd,,Crave,E
XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,60,6,2.7,13,Crave,E
PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51,71,4,4.8,4,Blue Castle Games,E
Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37,66,15,7.1,14,Blue Castle Games,E
X360,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27,79,23,8.4,21,Blue Castle Games,E
PS3,2007,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16,77,19,7.2,12,Blue Castle Games,E
PSP,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11,72,9,tbd,,Blue Castle Games,E
GBA,2005,Platform,Jack of All Games,0.27,0.1,0,0.01,0.38,,,,,,
GBA,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02,,,tbd,,Gorilla Systems,E
DS,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2,,,tbd,,Handheld Games,E
DS,2007,Misc,Disney Interactive Studios,0.1,0,0,0.01,0.11,,,tbd,,Handheld Games,E
PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4,67,6,7,8,Traveller's Tales,T
Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36,63,5,7.1,12,Traveller's Tales,T
DS,2008,Action,Disney Interactive Studios,0.19,0.01,0,0.02,0.21,54,12,tbd,,Fall Line Studio,E10+
X360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18,56,24,7.5,13,Traveller's Tales,T
PS3,2008,Action,Disney Interactive Studios,0.14,0.01,0,0.02,0.17,56,16,5.6,8,Traveller's Tales,T
PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,0.43,68,36,8.4,17,Traveller's Tales,T
XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2,72,31,6,6,Traveller's Tales,T
DS,2005,Action,Disney Interactive Studios,0.15,0.01,0,0.01,0.18,65,20,7.5,4,Amaze Entertainment,E10+
X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27,76,63,6.8,43,Bizarre Creations,M
PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23,72,42,6.5,15,Bizarre Creations,M
PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,63,37,7.3,16,"SCEA, Think and Feel",T
PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02,,,,,,
PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14,54,43,8,24,Double Helix Games,T
XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04,52,34,2.8,5,Double Helix Games,T
DS,2008,Role-Playing,Success,0.04,0,0,0,0.04,69,23,7.7,21,Success,E10+
PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0,0.13,0.66,80,35,7.7,107,Starbreeze,M
X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82,63,8.1,196,Starbreeze,M
Wii,2007,Adventure,Ubisoft,0.34,0.01,0,0.03,0.38,70,4,8.1,12,Yuke's,E
PS2,2007,Adventure,Ubisoft,0.13,0.1,0,0.03,0.27,,,7,6,Yuke's,E
PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21,52,17,6.8,8,Ratbag,E
XB,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08,49,18,7,4,Ratbag,E
X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94,90,8.7,1109,Bethesda Softworks,M
PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45,8,604,4J Studios,M
PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.04,0.25,94,54,8.1,2454,Bethesda Softworks,M
PS3,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.33,75,43,8.2,51,SCEJ,T
GBA,2005,Adventure,THQ,0.11,0.04,0,0,0.15,,,,,,
GBA,2004,Misc,N/A,0.31,0.11,0,0.01,0.43,,,,,,
GBA,2004,Misc,N/A,0.3,0.11,0,0.01,0.42,,,,,,
PS2,2004,Platform,THQ,0.17,0.13,0,0.04,0.35,,,,,,
GBA,2004,Platform,THQ,0.25,0.09,0,0.01,0.34,,,,,,
GC,2004,Platform,THQ,0.16,0.04,0,0.01,0.2,,,,,,
PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,22,6.6,24,Eutechnyx,T
PSP,2007,Racing,Deep Silver,0.02,0,0,0,0.02,58,7,5.3,6,Eutechnyx,T
GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18,,,,,,
PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,7.6,47,SCEE London Studio,M
PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99,Electronic Arts,M
PS2,2006,Action,Electronic Arts,0.39,0.02,0,0.06,0.47,,,,,,
X360,2006,Action,Electronic Arts,0,0,0.01,0,0.01,,,,,,
XB,2006,Action,Electronic Arts,0.42,0.11,0,0.02,0.55,,,,,,
X360,2006,Action,Electronic Arts,0.2,0.02,0,0.02,0.24,,,,,,
XB,2006,Action,Electronic Arts,0.33,0.1,0,0.02,0.44,,,,,,
Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.15,77,38,8.5,48,EA Redwood Shores,M
PS3,2007,Action,Electronic Arts,0.25,0.02,0,0.03,0.29,,,,,,
PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.1,59,34,7.9,16,Page 44 Studios,M
DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6,43,7,4.9,8,Artificial Mind and Movement,E10+
PS2,2007,Action,Sega,0.13,0,0,0.39,0.52,46,10,5.2,6,Shiny Entertainment,E10+
X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46,41,25,4.1,14,Shiny Entertainment,E10+
PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16,Shiny Entertainment,E10+
GC,2006,Action,Midway Games,0.13,0.03,0,0,0.17,,,,,,
Wii,2006,Action,Midway Games,0.04,0,0,0,0.05,,,,,,
PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13,48,20,6.7,13,Top Heavy Studios,M
XB,2004,Misc,Gathering of Developers,0.05,0.02,0,0,0.07,47,20,5.4,7,Top Heavy Studios,M
Wii,2007,Shooter,Activision,0.1,0,0,0.01,0.11,,,5.3,6,FUN Labs,T
PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07,36,7,2.4,15,Activision,T
X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,T
X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14,,,,,,
PS3,2008,Shooter,Activision,0.09,0,0,0.01,0.1,,,,,,
Wii,2008,Shooter,Sega,0.77,0.49,0.03,0.15,1.44,,,,,,
PSP,2005,Sports,Deep Silver,0.07,0,0,0.01,0.07,51,11,5.3,4,Blade Interactive,T
PS2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04,46,5,tbd,,Blade Interactive,T
XB,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,tbd,,Blade Interactive,T
X360,2007,Simulation,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
X360,2008,Misc,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
PS2,2008,Action,Sega,0.32,0.01,0,0.05,0.38,50,4,6,5,Edge of Reality,T
Wii,2008,Action,Sega,0.28,0.01,0,0.02,0.31,46,21,tbd,,Edge of Reality,T
X360,2008,Action,Sega,0.22,0.02,0,0.02,0.26,55,42,6.4,24,Edge of Reality,T
PS3,2008,Action,Sega,0.22,0.02,0,0.02,0.26,55,26,6.8,20,Edge of Reality,T
DS,2008,Action,Sega,0.22,0,0,0.02,0.24,50,15,tbd,,Amaze Entertainment,E10+
PS2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,0.54,83,41,8.7,38,Radical Entertainment,T
XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,47,8,22,Radical Entertainment,T
GC,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15,84,30,9.1,14,Radical Entertainment,T
PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,62,36,7.6,22,Heavy Iron Studios,T
GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,55,13,tbd,,Helixe,E
GC,2004,Action,THQ,0.65,0.17,0,0.02,0.84,63,27,7.1,7,Heavy Iron Studios,T
GBA,2005,Action,THQ,0.29,0.11,0,0.01,0.4,,,tbd,,Helixe,E
PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36,60,12,7.1,8,Heavy Iron Studios,E10+
GC,2005,Action,THQ,0.12,0.03,0,0,0.16,67,7,6.6,7,Heavy Iron Studios,E10+
DS,2005,Action,THQ,0.13,0.01,0,0.01,0.15,54,6,tbd,,Helixe,E10+
XB,2005,Action,THQ,0.06,0.02,0,0,0.09,63,12,tbd,,Heavy Iron Studios,E10+
PC,2005,Action,THQ,0.01,0,0,0,0.02,65,5,tbd,,Heavy Iron Studios,E10+
PS2,2005,Fighting,SNK,0.03,0.03,0,0.01,0.07,73,28,8.8,14,SNK Playmore,T
XB,2005,Fighting,SNK Playmore,0.02,0.01,0,0,0.03,76,23,tbd,,SNK,T
PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0,0.08,66,23,8.6,17,SNK Playmore,T
PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,,,,,,
PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,67,14,8.5,4,Terminal Reality,T
Wii,2008,Fighting,Ignition Entertainment,0.1,0,0,0.01,0.11,70,15,tbd,,SNK Playmore,T
PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07,61,16,7,9,SNK Playmore,T
PS2,2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02,,,,,,
XB,2006,Fighting,SNK Playmore,0.02,0,0,0,0.02,62,17,tbd,,SNK Playmore,T
PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,SNK Playmore,T
GBA,2006,Platform,Game Factory,0.01,0,0,0,0.01,,,,,,
X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66,49,6.9,122,Square Enix,M
PSP,2004,Role-Playing,Namco Bandai Games,0.03,0,0.11,0,0.14,63,25,6.9,11,Microvision,E10+
PSP,2006,Role-Playing,Namco Bandai Games,0.03,0,0,0,0.03,58,17,6.1,7,Microvision,E10+
PSP,2005,Role-Playing,Namco Bandai Games,0.08,0,0,0.01,0.09,68,24,7.7,26,Microvision,T
PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.22,,,,,,
PSP,2007,Role-Playing,Falcom Corporation,0,0,0.06,0,0.06,,,,,,
PSP,2008,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07,,,,,,
DS,2008,Action,Square Enix,0.07,0,0,0,0.07,70,21,6.3,4,Taito Corporation,E10+
DS,2006,Platform,Vivendi Games,0.33,0.01,0,0.03,0.37,68,10,6.8,8,Amaze Entertainment,E
GC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19,67,13,7.3,11,Krome Studios,E10+
Wii,2008,Platform,Vivendi Games,0.34,0.17,0,0.05,0.56,64,11,6.5,19,Etranges Libellules,E10+
DS,2008,Platform,Vivendi Games,0.26,0.15,0,0.05,0.46,57,9,6.8,10,Etranges Libellules,E
PS3,2008,Platform,Vivendi Games,0.19,0.18,0,0.07,0.44,59,22,6.6,36,Etranges Libellules,E10+
PS2,2008,Platform,Vivendi Games,0.12,0.01,0,0.27,0.4,,,7.1,25,Etranges Libellules,E10+
X360,2008,Platform,Vivendi Games,0.16,0.12,0,0.03,0.31,62,35,7.2,26,Etranges Libellules,E10+
PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,18,5.4,28,Krome Studios,E10+
DS,2007,Platform,Vivendi Games,0.32,0.02,0,0.03,0.37,56,4,2.7,6,Amaze Entertainment,E
Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.21,60,8,6.4,15,Krome Studios,E10+
GC,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81,86,55,7.2,74,Nintendo,E
DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90,57,8,416,Nintendo,E
GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89,56,9,203,Flagship,E
Wii,2006,Action,Nintendo,3.74,2.14,0.6,0.68,7.15,95,73,9,1658,Nintendo,T
GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96,16,9.2,568,Nintendo,T
DS,2008,Platform,Nintendo,0.6,0,0.2,0.05,0.85,75,25,8.4,26,TOSE,E
PC,2008,Role-Playing,Codemasters Online,0,0.02,0,0,0.02,85,24,8.2,99,Turbine Inc.,T
PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.07,82,42,8.6,199,EA LA,T
X360,2006,Strategy,Electronic Arts,0,0.04,0,0,0.05,79,50,7.5,83,EA LA,T
PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02,84,36,7.5,366,EA LA,T
PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,0.58,73,35,8.2,60,EA Games,T
GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29,74,25,7.8,19,EA Games,T
GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,67,7,8.5,12,Griptonite Games,T
PS2,2005,Action,Atari,0.41,0.01,0,0.07,0.49,69,42,7.9,42,Shiny Entertainment,T
XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31,73,39,7.3,20,Shiny Entertainment,T
Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04,,,tbd,,Opera House,E
PC,2005,Simulation,Activision,0.01,0.03,0,0.01,0.04,84,62,8.3,131,Lionhead Studios,T
PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25,38,7,6.8,6,Eurocom Entertainment Software,T
DS,2008,Action,Vivendi Games,0.08,0,0,0.01,0.09,43,5,tbd,,Artificial Mind and Movement,T
Wii,2008,Action,Vivendi Games,0.08,0,0,0.01,0.09,39,7,6.4,5,Eurocom Entertainment Software,T
Wii,2008,Misc,THQ,0.19,0,0,0.01,0.21,,,,,,
DS,2008,Misc,THQ,0.18,0,0,0.01,0.19,,,,,,
PS2,2008,Misc,THQ,0.08,0.06,0,0.02,0.17,,,,,,
DS,2007,Puzzle,Majesco Entertainment,0.42,0,0,0.03,0.45,79,15,6.7,6,BudCat,T
PS2,2004,Role-Playing,Arika,0.03,0.02,0,0.01,0.05,,,,,,
X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,797,Valve Software,M
PS3,2007,Shooter,Electronic Arts,0.28,0.58,0,0.21,1.06,89,21,8.4,188,EA Games,M
PC,2007,Shooter,Electronic Arts,0,0.11,0,0.03,0.14,96,34,9.3,1495,Valve Software,M
X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25,70,52,7.5,48,Relic,M
PS2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,39,10,4.3,6,Blue Tongue,E
GBA,2004,Adventure,THQ,0.14,0.05,0,0,0.19,,,tbd,,Tantalus Interactive,E
GC,2004,Adventure,THQ,0.08,0.02,0,0,0.11,40,7,4.7,9,Blue Tongue Entertainment,E
Wii,2008,Misc,Ubisoft,0.76,0,0,0.06,0.82,,,4.3,9,Ludia Inc.,E
DS,2008,Misc,Ubisoft,0.46,0,0,0.04,0.49,,,tbd,,Ludia Inc.,E
DS,2005,Puzzle,505 Games,0.02,0,0,0,0.02,,,,,,
PS2,2005,Action,THQ,0.25,0.2,0,0.07,0.52,68,44,8.2,56,Volition Inc.,M
XB,2005,Action,THQ,0.22,0.06,0,0.01,0.29,,,,,,
DS,2008,Puzzle,Avanquest,0.13,0,0,0.01,0.15,,,tbd,,Activision,E
PS3,2008,Role-Playing,Codemasters,0.05,0.11,0,0.03,0.19,,,,,,
X360,2008,Role-Playing,Codemasters,0.03,0.12,0,0.01,0.17,,,,,,
PC,2008,Role-Playing,Codemasters,0,0.01,0,0,0.01,,,,,,
DS,2005,Puzzle,Sega,0.03,0,0.04,0,0.07,,,,,,
DS,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,39,6,5.6,7,Blue Byte,E
PC,2006,Action,Ubisoft,0,0.02,0,0,0.03,,,,,,
PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02,66,19,7.7,44,Blue Byte,E10+
PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51,68,10,8.2,27,Electronic Arts,T
DS,2007,Action,Electronic Arts,0.56,0.77,0,0.17,1.51,69,17,7.3,18,Griptonite Games,T
PSP,2007,Action,Electronic Arts,0.24,0.54,0,0.3,1.07,59,7,6.7,15,"Electronic Arts, Rebellion",T
X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.03,71,52,7.7,71,"Electronic Arts, EA Redwood Shores",T
Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,"Electronic Arts, Rebellion",T
PS3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,71,30,7.5,49,EA Redwood Shores,T
PSP,2005,Simulation,Electronic Arts,0.49,0.55,0,0.33,1.37,65,17,6.9,32,Maxis,T
DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,Griptonite Games,E10+
PS2,2005,Simulation,Electronic Arts,0.67,0.03,0,0.11,0.81,75,31,4.4,166,Maxis,T
GBA,2005,Simulation,Electronic Arts,0.28,0.1,0,0.01,0.39,58,11,7.5,6,Maxis,E10+
GC,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,0.33,73,22,8.3,8,Maxis,T
PC,2004,Simulation,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,8.8,676,Maxis,T
XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25,75,31,7.1,8,Maxis,T
PC,2008,Simulation,Electronic Arts,0,0.07,0,0.01,0.09,75,10,7.7,19,Electronic Arts,T
DS,2008,Simulation,Electronic Arts,0.31,0.3,0,0.07,0.69,50,12,3.3,4,Full Fat,E
PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03,74,9,7.3,24,Maxis,T
Wii,2007,Simulation,Electronic Arts,0.44,0.63,0,0.14,1.2,73,19,8.2,10,Maxis,T
PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.79,64,5,7.3,18,Maxis,E10+
DS,2007,Simulation,Electronic Arts,0.62,0.04,0,0.06,0.71,66,8,4,5,Full Fat,E
PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,71,17,8,15,EA Redwood Shores,T
PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02,,,4.1,10,Maxis,T
PC,2006,Simulation,Electronic Arts,0,0.03,0,0.01,0.03,,,6.7,7,Maxis,T
PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,,,tbd,,Maxis,T
PC,2008,Simulation,Electronic Arts,0,0.07,0,0.01,0.08,,,tbd,,Electronic Arts,T
PC,2005,Simulation,Electronic Arts,1.22,0.05,0,0,1.27,76,31,6.6,71,Maxis,T
PC,2006,Simulation,Electronic Arts,0.46,0.05,0,0,0.52,78,29,8.6,35,Maxis,T
DS,2006,Simulation,Electronic Arts,0.92,0.93,0,0.22,2.07,49,5,5.2,24,Full Fat,E
PSP,2006,Simulation,Electronic Arts,0.19,0.38,0,0.22,0.79,57,9,7.3,10,Maxis,T
Wii,2007,Simulation,Electronic Arts,0.41,0.02,0,0.04,0.47,65,15,7.3,4,Maxis,T
PS2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3,68,27,8,25,Maxis,T
GC,2006,Simulation,Electronic Arts,0.21,0.05,0,0.01,0.27,66,15,7.3,8,Maxis,T
PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,76,23,7.7,40,Maxis,T
PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07,78,20,7.3,29,Maxis,T
PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,7.8,49,Maxis,T
PC,2005,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,,,,,,
Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74,42,7.9,13,Access Games,T
Wii,2008,Action,Vivendi Games,0.17,0,0,0.01,0.19,62,13,tbd,,Stormfront Studios,E10+
X360,2008,Action,Vivendi Games,0.09,0.01,0,0.01,0.11,59,40,tbd,,Stormfront Studios,E10+
DS,2008,Action,Vivendi Games,0.07,0,0,0.01,0.08,60,8,tbd,,Stormfront Studios,E10+
PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,75,5,9,54,Heavy Iron Studios,E
GBA,2004,Platform,THQ,1.02,0.38,0,0.06,1.46,,,tbd,,WayForward,E
GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94,73,9,7.8,13,Heavy Iron Studios,E
XB,2004,Platform,THQ,0.4,0.12,0,0.02,0.54,74,14,8.5,8,Heavy Iron Studios,E
PS2,2004,Action,Midway Games,0.2,0.16,0,0.05,0.42,77,47,8.9,40,Surreal Software,M
XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,77,44,8.8,23,Surreal Software,M
PS2,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17,75,37,8,23,Surreal Software,M
XB,2005,Action,Midway Games,0.07,0.02,0,0,0.09,76,36,9.1,8,Surreal Software,M
DS,2007,Action,Disney Interactive Studios,0.17,0.09,0,0.03,0.3,,,,,,
DS,2006,Action,Disney Interactive Studios,0.23,0,0,0.02,0.25,,,,,,
PS2,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35,,,tbd,,Brash Entertainment,E10+
DS,2008,Platform,Brash Entertainment,0.06,0,0,0,0.07,75,5,tbd,,Brash Entertainment,E
Wii,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04,,,tbd,,Brash Entertainment,E10+
PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,8.2,24,Maxis,T
GBA,2004,Simulation,Electronic Arts,0.37,0.22,0,0.03,0.62,72,6,9.2,25,Griptonite Games,E
GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,73,19,8.4,16,Maxis,T
